Geographic code,Geographic name,Geographic type,"Geographic name, Province or territory","Geographic code, Province or territory",Global non-response rate,Data quality flag,Household type,"Number of households, 2006","Number of households, 2016","Median household total income (2015 constant dollars), 2005","Median household total income (2015 constant dollars), 2015","Median household total income (2015 constant dollars), % change","Median household after-tax income (2015 constant dollars), 2005","Median household after-tax income (2015 constant dollars), 2015","Median household after-tax income (2015 constant dollars), % change"
5919,Cowichan Valley,Regional district,British Columbia,59,5.7,0,    Households consisting of only one census family without additional persons,20690,22015,73571,80401,9.3,63758,70437,10.5
5919,Cowichan Valley,Regional district,British Columbia,59,5.7,0,"      One couple, with or without children in their census family",17985,19260,78789,85706,8.8,67766,74641,10.1
5919,Cowichan Valley,Regional district,British Columbia,59,5.7,0,"        One couple, without children in their census family",10355,12145,69680,76265,9.5,60869,67163,10.3
5919,Cowichan Valley,Regional district,British Columbia,59,5.7,0,"        One couple, with children in their census family",7630,7110,92074,105067,14.1,78932,89909,13.9
5919,Cowichan Valley,Regional district,British Columbia,59,5.7,0,      One lone-parent census family,2705,2755,40177,45605,13.5,38349,42191,10
5919,Cowichan Valley,Regional district,British Columbia,59,5.7,0,    Other census-family households,1925,2495,86973,99499,14.4,79730,88576,11.1
5919,Cowichan Valley,Regional district,British Columbia,59,5.7,0,  Non-census-family households,8645,10760,30126,34508,14.5,28010,31281,11.7
5921,Nanaimo,Regional district,British Columbia,59,5,0,Total – Household type including census family structure,59875,68905,55903,62349,11.5,49981,55521,11.1
5921,Nanaimo,Regional district,British Columbia,59,5,0,  Census-family households,41100,45630,70210,80212,14.2,61666,70537,14.4
5921,Nanaimo,Regional district,British Columbia,59,5,0,    Households consisting of only one census family without additional persons,38015,41460,69367,78139,12.6,60615,68744,13.4
5921,Nanaimo,Regional district,British Columbia,59,5,0,"      One couple, with or without children in their census family",33245,36220,73460,83246,13.3,63968,72966,14.1
5921,Nanaimo,Regional district,British Columbia,59,5,0,"        One couple, without children in their census family",20660,24080,66886,74730,11.7,58302,66092,13.4
5921,Nanaimo,Regional district,British Columbia,59,5,0,"        One couple, with children in their census family",12585,12135,86752,103596,19.4,76006,89508,17.8
5921,Nanaimo,Regional district,British Columbia,59,5,0,      One lone-parent census family,4770,5240,41093,44373,8,38855,41152,5.9
5921,Nanaimo,Regional district,British Columbia,59,5,0,    Other census-family households,3085,4170,81282,104633,28.7,74336,93045,25.2
5921,Nanaimo,Regional district,British Columbia,59,5,0,  Non-census-family households,18770,23275,30804,34515,12,28013,31222,11.5
5923,Alberni-Clayoquot,Regional district,British Columbia,59,6.8,100,Total – Household type including census family structure,12875,13655,53944,55278,2.5,48560,49679,2.3
5923,Alberni-Clayoquot,Regional district,British Columbia,59,6.8,100,  Census-family households,8820,8650,68926,73805,7.1,61181,65648,7.3
5923,Alberni-Clayoquot,Regional district,British Columbia,59,6.8,100,    Households consisting of only one census family without additional persons,8055,7845,68306,72268,5.8,60539,64036,5.8
5923,Alberni-Clayoquot,Regional district,British Columbia,59,6.8,100,"      One couple, with or without children in their census family",6915,6660,74558,78106,4.8,64937,68890,6.1
5923,Alberni-Clayoquot,Regional district,British Columbia,59,6.8,100,"        One couple, without children in their census family",3940,4130,64937,70340,8.3,57598,62539,8.6
5923,Alberni-Clayoquot,Regional district,British Columbia,59,6.8,100,"        One couple, with children in their census family",2975,2530,90171,93984,4.2,77312,82240,6.4
5923,Alberni-Clayoquot,Regional district,British Columbia,59,6.8,100,      One lone-parent census family,1140,1185,32947,39268,19.2,32319,37504,16
5923,Alberni-Clayoquot,Regional district,British Columbia,59,6.8,100,    Other census-family households,760,805,74586,88448,18.6,69762,81984,17.5
5923,Alberni-Clayoquot,Regional district,British Columbia,59,6.8,100,  Non-census-family households,4050,5005,29289,31771,8.5,26936,29026,7.8
5924,Strathcona,Regional district,British Columbia,59,5.2,0,Total – Household type including census family structure,17395,19610,57424,62366,8.6,50987,55487,8.8
5924,Strathcona,Regional district,British Columbia,59,5.2,0,  Census-family households,12385,13065,73580,79526,8.1,64819,69941,7.9
5924,Strathcona,Regional district,British Columbia,59,5.2,0,    Households consisting of only one census family without additional persons,11510,11995,73613,78201,6.2,64733,68724,6.2
5924,Strathcona,Regional district,British Columbia,59,5.2,0,"      One couple, with or without children in their census family",9915,10400,79938,84073,5.2,69034,73354,6.3
5924,Strathcona,Regional district,British Columbia,59,5.2,0,"        One couple, without children in their census family",5510,6620,69827,74000,6,61135,64993,6.3
5924,Strathcona,Regional district,British Columbia,59,5.2,0,"        One couple, with children in their census family",4405,3780,91141,104988,15.2,78066,89893,15.2
5924,Strathcona,Regional district,British Columbia,59,5.2,0,      One lone-parent census family,1600,1590,35421,43648,23.2,34248,40960,19.6
5924,Strathcona,Regional district,British Columbia,59,5.2,0,    Other census-family households,875,1070,72836,97638,34.1,64976,87662,34.9
5924,Strathcona,Regional district,British Columbia,59,5.2,0,  Non-census-family households,5005,6545,30766,33670,9.4,27411,30640,11.8
5926,Comox Valley,Regional district,British Columbia,59,4.1,0,Total – Household type including census family structure,25580,29575,57450,63397,10.4,50800,56286,10.8
5926,Comox Valley,Regional district,British Columbia,59,4.1,0,  Census-family households,17615,19670,71778,80574,12.3,62529,70746,13.1
5926,Comox Valley,Regional district,British Columbia,59,4.1,0,    Households consisting of only one census family without additional persons,16500,18085,70737,78852,11.5,61714,69284,12.3
5926,Comox Valley,Regional district,British Columbia,59,4.1,0,"      One couple, with or without children in their census family",14465,15855,75670,83764,10.7,65694,73232,11.5
5926,Comox Valley,Regional district,British Columbia,59,4.1,0,"        One couple, without children in their census family",8565,10175,66337,74936,13,58003,66147,14
5926,Comox Valley,Regional district,British Columbia,59,4.1,0,"        One couple, with children in their census family",5900,5675,90160,102706,13.9,77771,88683,14
5926,Comox Valley,Regional district,British Columbia,59,4.1,0,      One lone-parent census family,2030,2235,38414,43739,13.9,36599,40755,11.4
5926,Comox Valley,Regional district,British Columbia,59,4.1,0,    Other census-family households,1115,1580,89490,103008,15.1,78643,92448,17.6
5926,Comox Valley,Regional district,British Columbia,59,4.1,0,  Non-census-family households,7975,9900,33193,35635,7.4,29738,32067,7.8
5927,Powell River,Regional district,British Columbia,59,6.8,100,Total – Household type including census family structure,8775,9415,51575,53056,2.9,46315,47947,3.5
5927,Powell River,Regional district,British Columbia,59,6.8,100,  Census-family households,5765,5875,67668,73498,8.6,59620,64922,8.9
5927,Powell River,Regional district,British Columbia,59,6.8,100,    Households consisting of only one census family without additional persons,5480,5500,67067,72429,8,58856,64012,8.8
5927,Powell River,Regional district,British Columbia,59,6.8,100,"      One couple, with or without children in their census family",4795,4855,72526,76891,6,63419,68153,7.5
5927,Powell River,Regional district,British Columbia,59,6.8,100,"        One couple, without children in their census family",2870,3285,61614,68634,11.4,54918,60971,11
5927,Powell River,Regional district,British Columbia,59,6.8,100,"        One couple, with children in their census family",1930,1575,88287,95317,8,76581,83383,8.9
5927,Powell River,Regional district,British Columbia,59,6.8,100,      One lone-parent census family,685,645,36145,40269,11.4,34580,37696,9
5927,Powell River,Regional district,British Columbia,59,6.8,100,    Other census-family households,285,370,85304,91520,7.3,74542,82859,11.2
5927,Powell River,Regional district,British Columbia,59,6.8,100,  Non-census-family households,3005,3540,27366,29382,7.4,25527,27341,7.1
5929,Sunshine Coast,Regional district,British Columbia,59,6.7,100,Total – Household type including census family structure,12185,13995,56683,60279,6.3,50524,53727,6.3
5929,Sunshine Coast,Regional district,British Columbia,59,6.7,100,  Census-family households,8205,8900,73041,78949,8.1,64570,69757,8
5929,Sunshine Coast,Regional district,British Columbia,59,6.7,100,    Households consisting of only one census family without additional persons,7740,8175,72543,77458,6.8,63569,68557,7.8
5929,Sunshine Coast,Regional district,British Columbia,59,6.7,100,"      One couple, with or without children in their census family",6920,7255,75982,82223,8.2,67104,72029,7.3
5929,Sunshine Coast,Regional district,British Columbia,59,6.7,100,"        One couple, without children in their census family",4205,4985,68292,74752,9.5,59203,66370,12.1
5929,Sunshine Coast,Regional district,British Columbia,59,6.7,100,"        One couple, with children in their census family",2715,2265,88466,103360,16.8,76451,89003,16.4
5929,Sunshine Coast,Regional district,British Columbia,59,6.7,100,      One lone-parent census family,815,920,45759,45568,-0.4,42379,42547,0.4
5929,Sunshine Coast,Regional district,British Columbia,59,6.7,100,    Other census-family households,465,720,80181,98240,22.5,72692,88512,21.8
5929,Sunshine Coast,Regional district,British Columbia,59,6.7,100,  Non-census-family households,3980,5095,29529,33625,13.9,27140,30692,13.1
5931,Squamish-Lillooet,Regional district,British Columbia,59,9.3,100,Total – Household type including census family structure,13990,16420,66786,78581,17.7,58086,68335,17.6
5931,Squamish-Lillooet,Regional district,British Columbia,59,9.3,100,  Census-family households,9130,11185,80422,96697,20.2,70440,83306,18.3
5931,Squamish-Lillooet,Regional district,British Columbia,59,9.3,100,    Households consisting of only one census family without additional persons,8035,9635,79097,93378,18.1,69001,80561,16.8
5931,Squamish-Lillooet,Regional district,British Columbia,59,9.3,100,"      One couple, with or without children in their census family",6995,8570,83949,98996,17.9,72212,84598,17.2
5931,Squamish-Lillooet,Regional district,British Columbia,59,9.3,100,"        One couple, without children in their census family",3520,4285,79971,88905,11.2,69290,76380,10.2
5931,Squamish-Lillooet,Regional district,British Columbia,59,9.3,100,"        One couple, with children in their census family",3475,4285,87046,109857,26.2,75735,93312,23.2
5931,Squamish-Lillooet,Regional district,British Columbia,59,9.3,100,      One lone-parent census family,1040,1070,42799,47701,11.5,40117,43776,9.1
5931,Squamish-Lillooet,Regional district,British Columbia,59,9.3,100,    Other census-family households,1095,1545,92076,119373,29.6,84753,105830,24.9
5931,Squamish-Lillooet,Regional district,British Columbia,59,9.3,100,  Non-census-family households,4860,5235,42679,44857,5.1,37242,39488,6
5933,Thompson-Nicola,Regional district,British Columbia,59,6,0,Total – Household type including census family structure,50375,55500,59914,69308,15.7,53170,60963,14.7
5933,Thompson-Nicola,Regional district,British Columbia,59,6,0,  Census-family households,35250,37475,74927,89254,19.1,65588,77411,18
5933,Thompson-Nicola,Regional district,British Columbia,59,6,0,    Households consisting of only one census family without additional persons,32325,33600,74137,86996,17.3,64787,75403,16.4
5933,Thompson-Nicola,Regional district,British Columbia,59,6,0,"      One couple, with or without children in their census family",27995,29125,80075,93711,17,68921,80576,16.9
5933,Thompson-Nicola,Regional district,British Columbia,59,6,0,"        One couple, without children in their census family",15480,17235,67312,78702,16.9,59406,68669,15.6
5933,Thompson-Nicola,Regional district,British Columbia,59,6,0,"        One couple, with children in their census family",12515,11885,97830,117594,20.2,83317,99352,19.2
5933,Thompson-Nicola,Regional district,British Columbia,59,6,0,      One lone-parent census family,4330,4480,39978,48660,21.7,37990,44812,18
5933,Thompson-Nicola,Regional district,British Columbia,59,6,0,    Other census-family households,2925,3875,83930,108940,29.8,76627,96526,26
